3	121	627	913
3	1278	1521	1896
3	616	1470	1949
3	987	1163	1975
3	85	1428	1949
3	913	1228	1271
3	1520	1563	1912
3	405	1671	1818
3	373	522	1493
3	453	481	1096
3	1258	1308	1633
3	126	983	1258
3	857	1168	1661
3	897	1019	1589
3	70	964	1078
3	232	355	512
3	4	111	236
3	88	1408	1694
3	652	1666	1880
3	354	434	462
3	360	679	1413
3	457	564	1733
3	873	1359	1942
3	519	883	1242
3	788	1080	1573
3	171	641	1458
3	801	1861	1914
3	317	875	1944
3	594	851	1359
3	431	1119	1386
3	1075	1320	1591
3	327	1185	1906
3	87	627	1749
3	368	502	1486
3	111	582	808
3	1184	1360	1790
3	778	845	1589
3	413	1347	1449
3	839	1482	1568
3	86	1659	1784
3	710	1327	1640
3	400	991	1375
3	244	473	738
3	600	991	1004
3	1101	1121	1924
3	1084	1476	1712
3	585	622	720
3	238	588	1816
3	445	564	1776
3	258	1013	1087
3	158	590	713
3	1518	1567	1671
3	60	859	1473
3	634	752	1206
3	289	1480	1846
3	1243	1665	1675
3	861	989	1338
3	549	585	1351
3	453	1456	1845
3	748	786	804
3	540	1031	1489
3	14	523	1197
3	293	1166	1798
3	70	742	1524
3	873	1758	1826
3	195	1176	1958
3	232	1082	1334
3	203	1108	1877
3	573	1104	1583
3	84	636	738
3	802	963	1492
3	432	757	1249
3	640	701	1028
3	640	1128	1294
3	228	706	1334
3	875	1786	1801
3	286	549	956
3	483	1600	1703
3	321	1320	1922
3	31	1004	1138
3	95	354	1457
3	238	1454	1831
3	1	132	632
3	763	842	1627
3	523	630	1741
3	100	346	507
3	197	456	1930
3	299	373	396
3	194	1080	1681
3	78	231	953
3	706	1128	1178
3	501	967	1116
3	144	606	943
3	161	429	1299
3	389	934	1004
3	543	1527	1580
3	40	310	408
3	461	946	1209
3	2	1146	1787
3	485	876	1578
3	267	714	1990
3	22	1042	1281
3	46	283	1587
3	780	791	886
3	219	996	1199
3	970	1163	1741
3	512	886	1958
3	768	857	1327
3	224	1104	1373
3	475	692	1190
3	119	314	1893
3	31	377	1480
3	298	900	1680
3	120	334	590
3	37	1013	1829
3	104	709	1820
3	606	1011	1121
3	200	1024	1477
3	362	659	1434
3	23	1192	1255
3	237	1682	1777
3	629	841	1766
3	49	374	1720
3	622	1390	1477
3	1507	1581	1686
3	1181	1529	1910
3	1065	1221	1628
3	1149	1722	1869
3	26	367	1638
3	616	1204	1577
3	359	610	1272
3	527	1481	1517
3	55	468	542
3	669	1150	1425
3	286	1103	1256
3	375	1185	1423
3	450	950	1510
3	539	1093	1994
3	351	858	1017
3	318	975	1817
3	1155	1262	1354
3	927	948	1304
3	949	1338	1378
3	626	1666	1881
3	108	277	1669
3	143	644	771
3	309	605	1799
3	585	833	918
3	553	1392	1605
3	193	1783	1877
3	1305	1356	1793
3	104	369	688
3	389	609	663
3	304	1051	1188
3	6	61	903
3	1702	1763	1788
3	25	983	1663
3	189	841	1446
3	196	653	1776
3	1	1041	1049
3	970	1346	1658
3	363	473	1207
3	893	1372	1403
3	1115	1177	1891
3	1126	1544	1620
3	773	967	1825
3	435	1020	1067
3	563	1229	1886
3	645	1175	1996
3	911	1052	1941
3	398	701	1473
3	5	574	1289
3	212	474	1421
3	190	808	942
3	390	604	1210
3	1948	1964	1987
3	753	1097	1281
3	142	161	1750
3	13	697	845
3	243	1339	1355
3	1177	1490	1963
3	733	1005	1105
3	976	1665	1693
3	583	1027	1432
3	114	1328	1471
3	1177	1927	1946
3	152	664	1066
3	80	595	1528
3	294	1200	1210
3	789	1823	1994
3	292	509	677
3	767	1012	1864
3	769	898	1175
3	578	1134	1775
3	267	436	737
3	1326	1969	1979
3	131	166	981
3	67	1082	1270
3	110	1317	1631
3	666	1547	1997
3	343	509	1356
3	270	991	1723
3	160	375	600
3	517	602	712
3	605	1231	1241
3	20	836	1141
3	130	459	556
3	469	754	1950
3	398	1769	1780
3	153	463	997
3	699	1019	1873
3	1239	1605	1676
3	195	1662	1748
3	1018	1449	1533
3	145	696	1635
3	592	597	668
3	550	1253	1340
3	693	1045	1954
3	790	1216	1234
3	391	1104	1313
3	1189	1369	1893
3	90	137	428
3	32	336	1008
3	857	934	1149
3	437	515	1520
3	310	777	1971
3	192	319	462
3	1289	1712	1988
3	1452	1587	1843
3	443	1025	1585
3	330	712	1407
3	1035	1176	1932
3	351	571	1252
3	63	140	1755
3	1056	1248	1634
3	477	1515	1649
3	946	1390	1523
3	378	418	1450
3	19	1158	1711
3	126	451	1380
3	497	1522	1637
3	191	874	1516
3	489	491	561
3	284	516	779
3	683	1347	1500
3	448	952	1130
3	1599	1604	1909
3	611	1261	1285
3	14	934	1267
3	8	1808	1985
3	82	608	871
3	996	1108	1522
3	160	1449	1853
3	200	500	591
3	130	817	1005
3	586	804	1169
3	46	209	1799
3	449	521	863
3	564	1220	1442
3	290	908	1511
3	347	938	1424
3	128	638	974
3	455	1114	1174
3	393	451	698
3	603	660	1300
3	735	777	1936
3	215	1954	1971
3	526	1440	1866
3	182	1390	1903
3	260	1455	1738
3	505	878	1995
3	351	887	1984
3	673	803	1660
3	1097	1174	1482
3	537	1299	1969
3	627	1275	1972
3	690	697	1180
3	624	1290	1806
3	1057	1165	1317
3	268	307	1357
3	518	1145	1401
3	310	1319	1504
3	1091	1647	1805
3	648	816	1604
3	115	981	1852
3	116	174	438
3	5	155	1833
3	501	1161	1359
3	1171	1333	1411
3	1028	1604	1801
3	627	1163	1514
3	1172	1174	1491
3	234	972	1504
3	31	667	1727
3	1156	1310	1794
3	297	1012	1601
3	554	566	1723
3	358	647	1310
3	575	1233	1559
3	735	737	1572
3	1032	1218	1234
3	481	820	1747
3	983	1083	1696
3	880	1496	1928
3	90	1103	1497
3	765	1623	1694
3	598	745	1223
3	221	1038	1456
3	754	781	1073
3	370	1911	1959
3	291	1265	1673
3	635	1046	1921
3	205	1725	1972
3	827	1754	1851
3	96	846	1793
3	842	1597	1704
3	995	1253	1744
3	1103	1267	1967
3	557	794	850
3	759	1088	1470
3	646	817	1945
3	677	1994	1998
3	864	1416	1753
3	69	663	1445
3	123	551	625
3	320	1368	1755
3	144	212	1388
3	386	891	1518
3	700	1546	1725
3	249	1291	1713
3	647	1613	1926
3	31	1646	1735
3	538	920	1277
3	19	1126	1774
3	35	1078	1302
3	107	581	1526
3	175	220	850
3	1048	1231	1377
3	451	719	1335
3	64	554	1122
3	776	1264	1786
3	287	742	1614
3	332	1441	1957
3	1201	1454	1842
3	1450	1572	1631
3	350	629	1419
3	170	485	1595
3	236	745	1692
3	99	224	1975
3	592	1391	1404
3	408	968	1383
3	229	1410	1441
3	115	1513	1555
3	222	647	1484
3	393	855	1689
3	438	1014	1702
3	428	805	1982
3	57	1333	1705
3	555	1107	1217
3	119	884	940
3	157	1596	1668
3	168	344	1132
3	576	1295	1938
3	126	637	1198
3	624	860	1173
3	632	702	901
3	892	1016	1633
3	1411	1644	1741
3	58	813	1198
3	0	114	369
3	74	1288	1914
3	243	1041	1580
3	1116	1609	1850
3	899	1693	1758
3	989	1457	1795
3	973	1099	1689
3	797	895	998
3	1123	1395	1661
3	1818	1858	1881
3	818	1184	1455
3	556	650	967
3	216	946	1332
3	463	832	1211
3	613	664	1319
3	298	602	657
3	148	921	1014
3	1054	1798	1953
3	574	894	1362
3	733	1572	1892
3	400	870	1882
3	674	1178	1349
3	208	541	1398
3	215	348	1343
3	534	1615	1711
3	337	1745	1763
3	248	618	786
3	595	937	1853
3	197	1109	1216
3	448	1288	1566
3	1251	1483	1872
3	121	302	1094
3	671	788	1227
3	250	890	1162
3	1194	1393	1817
3	113	1438	1999
3	1241	1599	1974
3	465	1058	1706
3	499	1030	1934
3	77	803	1339
3	114	396	1788
3	496	630	1719
3	470	709	1438
3	486	1354	1417
3	49	179	984
3	770	1119	1815
3	92	1502	1852
3	916	1167	1929
3	1553	1812	1883
3	678	814	854
3	570	979	1512
3	301	340	1475
3	327	730	1614
3	13	194	196
3	382	1176	1822
3	416	1332	1490
3	521	1474	1813
3	239	568	1127
3	140	1000	1463
3	276	1018	1708
3	1330	1437	1509
3	135	1402	1673
3	637	1578	1646
3	831	980	1856
3	69	1138	1223
3	255	1524	1822
3	54	71	1044
3	288	1467	1979
3	901	966	1809
3	369	764	1016
3	177	233	1059
3	12	262	1375
3	431	1347	1852
3	148	152	1392
3	626	1549	1842
3	139	903	1419
3	691	898	1229
3	266	621	1947
3	1077	1411	1778
3	902	925	1378
3	1002	1235	1345
3	232	441	980
3	624	1090	1584
3	1070	1476	1788
3	4	1021	1675
3	331	771	1142
3	230	397	700
3	122	419	507
3	819	1104	1975
3	125	466	925
3	828	1644	1766
3	193	1263	1683
3	181	1081	1111
3	68	138	1043
3	1294	1492	1537
3	8	796	1989
3	935	1132	1622
3	229	928	1577
3	1048	1256	1756
3	549	587	866
3	119	778	1254
3	263	269	1083
3	375	1324	1763
3	381	540	1684
3	259	434	517
3	135	623	1565
3	367	620	1093
3	1468	1595	1877
3	104	1617	1827
3	602	1279	1544
3	8	137	1145
3	1209	1660	1688
3	230	571	649
3	605	1214	1514
3	313	370	582
3	262	681	1381
3	1207	1636	1919
3	550	1195	1450
3	525	1113	1397
3	74	684	1644
3	1064	1131	1182
3	599	1214	1246
3	161	604	651
3	685	734	763
3	72	363	1852
3	216	382	585
3	494	495	1543
3	833	1192	1995
3	737	811	1872
3	637	1884	1973
3	1095	1115	1160
3	622	1529	1874
3	488	1631	1852
3	575	1155	1251
3	138	1766	1990
3	524	1134	1667
3	1231	1304	1649
3	746	1206	1845
3	358	729	945
3	445	1300	1904
3	419	801	1260
3	41	182	692
3	99	735	1434
3	487	1432	1927
3	39	312	467
3	169	520	842
3	434	1208	1581
3	462	704	1526
3	515	1074	1999
3	1014	1290	1615
3	567	1544	1615
3	587	703	776
3	713	1349	1421
3	664	815	1262
3	24	221	1056
3	633	1756	1948
3	266	716	868
3	203	1542	1830
3	570	853	1984
3	129	1702	1892
3	547	1081	1295
3	830	1319	1674
3	483	642	1853
3	641	865	1672
3	1240	1760	1872
3	91	321	641
3	349	722	1052
3	853	958	1579
3	4	68	544
3	867	1191	1460
3	1263	1435	1903
3	1205	1291	1390
3	626	1086	1431
3	477	1916	1931
3	261	504	1651
3	412	1389	1831
3	958	1499	1522
3	184	1558	1724
3	1151	1406	1873
3	770	823	1610
3	27	861	1200
3	830	847	1071
3	118	561	775
3	911	1425	1750
3	707	1112	1823
3	297	1651	1997
3	77	579	895
3	175	331	895
3	937	1769	1959
3	575	926	1747
3	129	1118	1296
3	982	1269	1708
3	157	1198	1495
3	168	769	1889
3	92	337	1344
3	1276	1485	1893
3	277	807	1261
3	198	1350	1540
3	1364	1666	1867
3	340	682	975
3	387	657	911
3	147	376	1285
3	227	266	791
3	112	864	1981
3	0	225	1357
3	319	365	991
3	472	503	964
3	652	1512	1902
3	900	1255	1973
3	2	965	1148
3	560	1413	1624
3	452	807	879
3	811	827	982
3	1218	1274	1594
3	1765	1846	1868
3	361	793	916
3	790	1112	1556
3	208	988	1154
3	510	717	1064
3	7	117	773
3	171	578	1762
3	110	206	1336
3	105	412	1714
3	74	586	1848
3	80	553	1586
3	186	936	1613
3	134	677	756
3	256	578	1646
3	381	790	1750
3	879	1440	1668
3	286	407	960
3	884	1198	1902
3	1000	1091	1093
3	93	962	1728
3	626	1037	1430
3	230	604	1836
3	605	1579	1909
3	395	698	1733
3	583	734	1979
3	575	855	1610
3	810	1488	1580
3	985	1517	1872
3	620	1610	1963
3	948	1433	1634
3	468	1133	1779
3	84	961	1111
3	1284	1525	1676
3	67	1018	1216
3	1161	1562	1672
3	236	1291	1619
3	120	1844	1854
3	822	1369	1502
3	386	731	1762
3	1360	1594	1686
3	73	1691	1909
3	136	317	1847
3	284	1330	1929
3	420	479	1627
3	119	783	1114
3	1050	1695	1722
3	685	1958	1991
3	1582	1740	1773
3	361	1079	1325
3	726	920	1824
3	138	273	942
3	137	570	696
3	950	951	1278
3	328	1681	1705
3	1071	1274	1298
3	23	1333	1402
3	235	553	1142
3	855	983	1201
3	981	1206	1981
3	1080	1430	1813
3	466	618	638
3	930	1154	1794
3	506	767	906
3	7	963	1451
3	10	57	1589
3	532	1410	1503
3	1144	1147	1414
3	47	870	1947
3	316	955	1810
3	55	393	695
3	699	912	1723
3	1465	1697	1844
3	911	1147	1923
3	502	825	925
3	695	1238	1437
3	19	1368	1481
3	371	461	869
3	1	83	1539
3	302	988	1968
3	148	368	1538
3	306	1134	1219
3	209	560	1418
3	548	852	1102
3	934	1778	1870
3	217	960	1250
3	337	1015	1697
3	857	1590	1665
3	318	1680	1770
3	355	684	1175
3	883	1116	1740
3	1111	1292	1511
3	336	741	1780
3	437	607	696
3	725	740	1748
3	20	522	1225
3	949	1230	1493
3	8	978	1544
3	217	1061	1360
3	402	456	1810
3	385	1009	1703
3	582	733	1769
3	109	1265	1822
3	143	1099	1252
3	553	1267	1772
3	1237	1568	1862
3	15	984	1272
3	366	965	1252
3	296	542	1387
3	274	348	919
3	388	420	1765
3	520	1624	1770
3	613	751	1697
3	544	1050	1156
3	96	1469	1943
3	297	425	607
3	33	696	1945
3	502	1363	1787
3	101	757	977
3	404	410	658
3	441	1533	1659
3	598	972	1467
3	486	1257	1724
3	83	247	1793
3	1407	1704	1729
3	834	1701	1726
3	1115	1549	1608
3	633	1033	1699
3	312	1272	1766
3	1532	1632	1698
3	1022	1252	1307
3	303	1183	1637
3	378	628	673
3	532	1221	1343
3	409	1417	1685
3	259	753	1582
3	662	773	1342
3	947	1033	1214
3	27	41	646
3	603	1436	1440
3	580	620	1736
3	303	852	1314
3	888	1253	1728
3	173	491	1850
3	275	1695	1861
3	22	430	1211
3	87	1297	1789
3	781	947	1737
3	675	1216	1987
3	62	271	1537
3	264	1479	1641
3	117	566	1983
3	1234	1439	1576
3	192	290	1426
3	533	1191	1687
3	333	1565	1916
3	132	247	1800
3	52	489	1237
3	165	451	934
3	991	1180	1583
3	657	746	1278
3	453	1395	1918
3	575	1084	1295
3	224	488	1420
3	485	493	1962
3	284	1193	1287
3	1217	1426	1834
3	439	783	1708
3	1034	1130	1291
3	869	1248	1459
3	896	1088	1747
3	368	544	840
3	162	772	1534
3	206	1526	1742
3	578	1104	1215
3	406	456	571
3	1164	1630	1669
3	548	1828	1918
3	582	949	1581
3	292	1506	1857
3	1365	1488	1587
3	577	889	922
3	351	365	1275
3	367	1225	1546
3	355	897	1821
3	618	637	961
3	221	242	1913
3	192	849	1144
3	69	1010	1326
3	509	1270	1965
3	591	1083	1197
3	27	843	1361
3	26	465	1918
3	204	593	897
3	91	304	866
3	153	317	764
3	814	1516	1529
3	1070	1558	1840
3	5	1389	1483
3	233	406	644
3	1122	1307	1487
3	186	1706	1785
3	1381	1535	1536
3	362	731	1860
3	509	535	671
3	1068	1782	1825
3	659	856	1764
3	315	1170	1744
3	826	1419	1626
3	402	1081	1470
3	482	1432	1574
3	655	996	1244
3	535	899	1505
3	242	1434	1816
3	263	466	1519
3	188	1487	1886
3	291	1049	1136
3	69	668	888
3	1049	1233	1610
3	1190	1270	1946
3	75	167	726
3	49	551	828
3	165	1051	1655
3	17	316	1210
3	1034	1053	1900
3	673	1489	1883
3	435	917	1221
3	1198	1215	1598
3	4	732	1562
3	1440	1508	1880
3	518	1029	1414
3	652	806	993
3	75	1089	1538
3	11	832	935
3	417	487	538
3	57	1017	1020
3	447	740	1525
3	413	897	1215
3	37	1369	1674
3	1126	1236	1897
3	598	1181	1201
3	514	1200	1266
3	93	372	1412
3	1180	1785	1859
3	791	1139	1496
3	118	791	1453
3	441	1222	1815
3	590	641	1152
3	1062	1398	1881
3	854	1544	1571
3	734	1127	1256
3	0	146	781
3	849	998	1022
3	98	1143	1410
3	89	640	1510
3	535	1286	1837
3	603	1077	1127
3	253	917	1462
3	76	555	954
3	815	921	955
3	356	948	1835
3	1138	1364	1669
3	246	525	839
3	918	1099	1740
3	78	1080	1374
3	63	227	1098
3	96	613	1898
3	1380	1382	1937
3	94	1152	1486
3	30	514	1700
3	86	508	877
3	568	1485	1658
3	475	974	1370
3	598	728	936
3	665	1265	1962
3	1053	1107	1520
3	390	798	1627
3	552	692	1918
3	492	1312	1324
3	42	1379	1737
3	285	803	1829
3	248	534	1152
3	952	1878	1998
3	36	652	1848
3	61	868	1956
3	247	1551	1554
3	240	972	1913
3	159	800	1677
3	514	1040	1678
3	622	799	840
3	209	1188	1257
3	513	596	1337
3	629	1695	1811
3	668	810	1181
3	615	1003	1275
3	483	1625	1746
3	0	384	1153
3	608	1634	1659
3	793	1133	1475
3	51	356	1650
3	146	648	672
3	414	549	1858
3	383	650	1614
3	106	672	955
3	796	1244	1408
3	127	1233	1409
3	467	1247	1992
3	1227	1364	1798
3	1135	1272	1854
3	376	552	789
3	1282	1418	1425
3	341	391	775
3	727	1664	1737
3	1631	1729	1955
3	489	665	784
3	157	545	781
3	566	1222	1687
3	1450	1523	1908
3	210	677	1858
3	1087	1382	1622
3	1067	1338	1607
3	414	536	1972
3	898	986	1124
3	7	906	1723
3	83	322	563
3	164	253	374
3	86	202	1038
3	76	1006	1175
3	405	542	1089
3	702	809	1581
3	501	602	865
3	49	1822	1924
3	413	893	1065
3	764	773	1735
3	946	1334	1799
3	413	754	1091
3	706	874	1605
3	158	464	1316
3	674	1002	1555
3	945	982	1918
3	102	470	513
3	458	1141	1935
3	175	433	1620
3	495	931	1580
3	10	881	888
3	1337	1466	1608
3	462	1181	1525
3	861	1097	1684
3	1490	1557	1610
3	53	1786	1969
3	141	1035	1637
3	96	293	1770
3	1298	1351	1588
3	21	141	466
3	116	215	1530
3	92	223	293
3	666	730	1061
3	177	550	1027
3	192	854	1670
3	1096	1352	1451
3	262	529	855
3	378	1205	1754
3	170	1123	1911
3	782	942	1938
3	108	908	1753
3	479	1513	1905
3	223	909	1253
3	154	1327	1417
3	420	1561	1577
3	1075	1623	1806
3	656	1360	1548
3	497	1439	1911
3	879	880	1392
3	221	996	1469
3	87	279	1105
3	1271	1686	1742
3	836	1538	1549
3	257	711	1574
3	324	750	1095
3	63	418	1085
3	535	659	1207
3	146	1131	1920
3	1010	1200	1479
3	636	809	1980
3	735	795	1228
3	140	596	1035
3	632	1749	1999
3	445	1315	1623
3	407	1591	1887
3	194	970	1978
3	34	395	899
3	191	279	1025
3	131	283	1781
3	560	1480	1951
3	787	1542	1976
3	177	1353	1917
3	124	752	1414
3	1633	1753	1962
3	865	958	1725
3	519	1427	1642
3	1144	1491	1710
3	777	930	1568
3	84	918	1569
3	649	1119	1905
3	169	589	1295
3	9	534	1841
3	709	1106	1653
3	1229	1898	1990
3	606	1206	1934
3	422	1259	1964
3	1078	1815	1871
3	142	452	1037
3	1003	1540	1600
3	419	1754	1885
3	278	680	1751
3	18	94	1521
3	376	805	1837
3	199	432	614
3	1300	1336	1728
3	618	923	1767
3	212	966	1779
3	1284	1536	1942
3	307	1471	1642
3	493	1768	1838
3	77	1168	1396
3	1260	1414	1660
3	851	1015	1875
3	162	457	1417
3	559	896	1606
3	172	1605	1772
3	207	366	521
3	217	1194	1306
3	25	688	1609
3	216	287	1954
3	448	905	1165
3	32	1758	1940
3	859	864	1459
3	708	1155	1925
3	166	1351	1742
3	65	559	721
3	657	1878	1996
3	624	939	1615
3	988	1106	1132
3	881	1089	1757
3	225	942	1595
3	426	524	1136
3	458	799	1771
3	343	344	818
3	120	1607	1904
3	654	818	1074
3	785	879	1694
3	7	772	1639
3	3	829	1731
3	322	1484	1726
3	48	1168	1176
3	450	1011	1479
3	15	1303	1929
3	40	245	689
3	720	749	1429
3	164	651	848
3	265	952	1259
3	87	227	1952
3	641	1246	1806
3	305	1357	1586
3	212	433	844
3	44	312	343
3	536	1074	1075
3	1496	1819	1945
3	570	1219	1388
3	56	604	856
3	999	1046	1785
3	723	778	1429
3	1554	1618	1943
3	137	281	840
3	286	323	1612
3	750	1266	1489
3	133	551	1769
3	361	1076	1796
3	821	1320	1349
3	8	37	793
3	317	1647	1844
3	364	978	1459
3	724	1227	1921
3	1158	1262	1793
3	1301	1654	1896
3	31	1162	1635
3	92	597	644
3	164	527	561
3	1014	1864	1960
3	1092	1129	1862
3	214	423	682
3	601	1380	1575
3	730	848	1770
3	556	1221	1599
3	532	569	1611
3	348	1333	1805
3	36	251	833
3	89	1774	1905
3	278	1371	1921
3	152	1259	1784
3	117	1063	1117
3	727	1187	1807
3	1715	1849	1927
3	411	651	1989
3	150	558	1102
3	354	1458	1685
3	52	377	1995
3	112	694	1166
3	10	157	205
3	757	1508	1576
3	887	1683	1909
3	547	1477	1973
3	30	458	1924
3	40	381	1156
3	969	1046	1120
3	243	1269	1419
3	149	1657	1966
3	815	1129	1623
3	300	1141	1782
3	296	596	1154
3	533	1040	1230
3	687	1642	1999
3	682	909	1257
3	611	1535	1626
3	156	319	1217
3	1120	1416	1645
3	10	585	1561
3	93	659	1550
3	543	563	1297
3	264	282	1717
3	267	1377	1593
3	56	239	639
3	1543	1582	1970
3	282	1349	1968
3	88	1536	1624
3	494	708	1813
3	165	703	1823
3	112	359	1181
3	225	598	1312
3	387	740	862
3	272	1191	1809
3	831	1111	1941
3	932	1189	1582
3	401	1584	1970
3	449	1517	1837
3	992	1768	1874
3	428	638	1804
3	841	881	1245
3	72	462	1275
3	1032	1081	1649
3	205	464	1547
3	1086	1400	1884
3	99	188	944
3	558	571	690
3	57	390	404
3	1194	1301	1776
3	47	803	1692
3	591	1567	1655
3	371	533	1878
3	790	1311	1701
3	223	445	695
3	1210	1907	1916
3	1138	1551	1775
3	1057	1341	1642
3	455	514	556
3	1085	1363	1761
3	467	1043	1512
3	125	167	470
3	655	1584	1921
3	62	658	1792
3	421	1558	1743
3	112	402	1655
3	1085	1554	1751
3	228	1584	1842
3	33	599	799
3	839	885	1101
3	147	1257	1395
3	394	904	1892
3	499	674	1248
3	813	972	1094
3	604	1741	1794
3	222	285	315
3	9	1765	1803
3	175	537	1838
3	1479	1601	1718
3	279	1310	1949
3	924	1319	1336
3	237	1057	1842
3	1410	1780	1869
3	373	1052	1381
3	182	1933	1993
3	217	1377	1556
3	475	557	1452
3	1425	1843	1854
3	283	747	1172
3	134	866	1187
3	919	1296	1498
3	1493	1563	1865
3	559	963	1432
3	999	1360	1661
3	337	999	1893
3	761	1617	1879
3	10	172	1965
3	655	683	1806
3	536	1775	1805
3	122	352	1629
3	528	1492	1656
3	976	1641	1753
3	441	1658	1967
3	397	405	573
3	152	675	1510
3	1214	1250	1682
3	198	480	1666
3	493	905	1407
3	484	1471	1933
3	20	649	1213
3	1270	1591	1870
3	176	261	1165
3	114	935	1887
3	361	816	821
3	257	775	1673
3	478	1403	1515
3	28	569	1323
3	446	1006	1188
3	151	1595	1890
3	275	1019	1433
3	225	809	1485
3	228	353	1152
3	1607	1850	1860
3	992	1825	1959
3	358	1465	1890
3	350	722	1103
3	987	1658	1921
3	221	716	1636
3	236	459	1741
3	678	824	1083
3	336	1196	1899
3	113	916	1133
3	482	1851	1913
3	316	862	1095
3	941	1386	1616
3	463	1338	1907
3	586	823	1622
3	1186	1543	1868
3	919	1185	1797
3	522	1568	1814
3	26	96	100
3	1170	1501	1988
3	421	670	1227
3	180	391	1772
3	831	1560	1612
3	754	894	937
3	557	878	1641
3	1570	1752	1885
3	109	177	181
3	1196	1470	1641
3	1140	1557	1710
3	249	1001	1821
3	847	1754	1960
3	49	199	1696
3	915	1164	1335
3	178	1899	1983
3	957	1306	1622
3	650	804	1681
3	255	539	589
3	390	746	1995
3	1190	1378	1448
3	383	1552	1979
3	166	1285	1676
3	517	1263	1764
3	132	574	1466
3	125	787	1991
3	338	719	1661
3	76	1732	1903
3	759	1064	1614
3	1706	1865	1867
3	656	660	845
3	343	882	1594
3	21	371	1475
3	430	533	1019
3	209	1342	1561
3	16	275	1126
3	593	1368	1857
3	250	493	1049
3	254	823	1865
3	187	699	1698
3	62	1585	1687
3	37	118	1324
3	642	1555	1629
3	83	594	849
3	349	464	1762
3	50	426	1026
3	45	1753	1897
3	476	865	1500
3	18	204	288
3	567	978	1217
3	276	1366	1740
3	663	1382	1910
3	603	688	1796
3	748	1166	1321
3	255	742	1112
3	163	972	1379
3	512	1688	1846
3	338	364	1704
3	304	567	1311
3	352	450	1666
3	392	885	1155
3	1567	1845	1930
3	415	1363	1894
3	158	1161	1830
3	71	1335	1504
3	1303	1485	1830
3	335	488	1648
3	81	289	1564
3	42	892	1141
3	487	629	1954
3	508	1591	1878
3	113	829	1403
3	104	407	1526
3	839	1022	1955
3	634	697	1194
3	196	1021	1554
3	124	1585	1709
3	1746	1791	1840
3	1216	1238	1702
3	907	1494	1849
3	463	797	1266
3	22	128	442
3	352	1615	1788
3	240	577	1230
3	708	765	1502
3	482	1128	1898
3	313	1619	1915
3	220	776	1528
3	293	985	1796
3	14	749	1100
3	819	1205	1929
3	384	820	1024
3	289	323	1096
3	504	1056	1934
3	231	1214	1971
3	201	1441	1961
3	232	912	935
3	70	1531	1867
3	97	896	1007
3	40	444	721
3	210	939	1895
3	17	1519	1650
3	887	1189	1738
3	1225	1312	1353
3	1260	1280	1802
3	1250	1584	1892
3	51	273	1546
3	24	1197	1624
3	251	433	836
3	454	470	1130
3	392	787	794
3	1061	1073	1353
3	443	1186	1397
3	410	713	942
3	38	170	750
3	712	1530	1977
3	362	484	1844
3	118	131	324
3	218	381	1603
3	141	1365	1720
3	353	1238	1688
3	359	440	1127
3	259	1131	1575
3	147	199	737
3	301	1460	1968
3	776	1175	1302
3	60	1350	1857
